timestamp,t2,t3,v2,v3
1697580102.6904993,+01.317,+12.843,+0.6181,+0.5526
1697580103.2384875,+01.293,+12.824,+0.6182,+0.5526
1697580103.7940035,+01.268,+12.807,+0.6183,+0.5526
1697580104.329931,+01.243,+12.791,+0.6183,+0.5527
1697580104.8525522,+01.195,+12.774,+0.6184,+0.5527
1697580105.3832188,+01.170,+12.759,+0.6185,+0.5528
1697580105.8991232,+01.145,+12.741,+0.6185,+0.5528
1697580106.4266102,+01.120,+12.725,+0.6186,+0.5528
1697580106.9501383,+01.096,+12.709,+0.6186,+0.5529
1697580107.4780223,+01.072,+12.675,+0.6187,+0.5530
1697580107.9963872,+01.047,+12.658,+0.6188,+0.5530
1697580108.5277631,+01.022,+12.642,+0.6188,+0.5530
1697580109.0445917,+00.997,+12.625,+0.6189,+0.5531
1697580109.5764775,+00.973,+12.608,+0.6189,+0.5531
1697580110.1044705,+00.948,+12.591,+0.6190,+0.5532
1697580110.6205912,+00.925,+12.575,+0.6190,+0.5532
1697580111.1451042,+00.899,+12.557,+0.6191,+0.5532
1697580111.6688044,+00.875,+12.541,+0.6191,+0.5533
1697580112.1953619,+00.850,+12.524,+0.6192,+0.5533
1697580112.7197552,+00.825,+12.506,+0.6193,+0.5534
1697580113.251418,+00.801,+12.490,+0.6193,+0.5534
1697580113.78891,+00.777,+12.474,+0.6194,+0.5534
1697580114.335969,+00.753,+12.455,+0.6195,+0.5535
1697580114.8811655,+00.704,+12.439,+0.6195,+0.5535
1697580115.423184,+00.679,+12.423,+0.6196,+0.5536
1697580115.9795046,+00.655,+12.388,+0.6196,+0.5536
1697580116.5381236,+00.630,+12.370,+0.6197,+0.5537
1697580117.092112,+00.605,+12.355,+0.6198,+0.5537
1697580117.644829,+00.580,+12.338,+0.6198,+0.5538
1697580118.1833417,+00.556,+12.321,+0.6199,+0.5538
1697580118.7255445,+00.531,+12.304,+0.6199,+0.5539
1697580119.2690997,+00.507,+12.287,+0.6200,+0.5539
1697580119.7917871,+00.482,+12.271,+0.6200,+0.5539
1697580120.3109748,+00.458,+12.252,+0.6201,+0.5540
1697580120.8327382,+00.433,+12.235,+0.6201,+0.5540
1697580121.3553588,+00.409,+12.219,+0.6203,+0.5541
1697580121.8745742,+00.360,+12.203,+0.6203,+0.5541
1697580122.3977695,+00.336,+12.185,+0.6204,+0.5541
1697580122.9209425,+00.310,+12.167,+0.6204,+0.5542
1697580123.4397988,+00.286,+12.150,+0.6205,+0.5542
1697580123.962259,+00.262,+12.134,+0.6205,+0.5543
1697580124.482305,+00.237,+12.117,+0.6206,+0.5543
1697580124.9996622,+00.211,+12.083,+0.6207,+0.5544
1697580125.527095,+00.188,+12.064,+0.6207,+0.5544
1697580126.0589428,+00.163,+12.048,+0.6208,+0.5545
1697580126.5789044,+00.137,+12.031,+0.6208,+0.5545
1697580127.1048176,+00.113,+12.013,+0.6209,+0.5545
1697580127.6343796,+00.089,+11.996,+0.6209,+0.5546
1697580128.1693203,+00.065,+11.979,+0.6210,+0.5546
1697580128.7174318,+00.039,+11.962,+0.6210,+0.5547
1697580129.264138,+00.017,+11.944,+0.6211,+0.5547
1697580129.8007245,-000.01,+11.927,+0.6212,+0.5548
1697580130.3389747,-000.03,+11.910,+0.6212,+0.5548
1697580130.867477,-000.06,+11.893,+0.6213,+0.5548
1697580131.3914115,-000.11,+11.876,+0.6214,+0.5549
1697580131.9124916,-000.13,+11.859,+0.6214,+0.5549
1697580132.4430408,-000.16,+11.842,+0.6215,+0.5550
1697580132.962447,-000.18,+11.824,+0.6215,+0.5550
1697580133.4812045,-000.21,+11.805,+0.6216,+0.5550
1697580134.0057185,-000.23,+11.790,+0.6217,+0.5551
1697580134.5283296,-000.25,+11.754,+0.6217,+0.5552
1697580135.047712,-000.28,+11.738,+0.6218,+0.5552
1697580135.5686285,-000.30,+11.720,+0.6218,+0.5553
1697580136.0845444,-000.33,+11.702,+0.6219,+0.5553
1697580136.6118827,-000.35,+11.684,+0.6219,+0.5553
1697580137.128022,-000.38,+11.667,+0.6220,+0.5554
1697580137.653821,-000.40,+11.649,+0.6220,+0.5554
1697580138.1769176,-000.43,+11.633,+0.6221,+0.5555
1697580138.7042913,-000.45,+11.616,+0.6222,+0.5555
1697580139.2473137,-000.48,+11.596,+0.6222,+0.5555
1697580139.7783494,-000.50,+11.580,+0.6223,+0.5556
1697580140.3182342,-000.53,+11.562,+0.6223,+0.5556
1697580140.849923,-000.55,+11.544,+0.6224,+0.5557
1697580141.378142,-000.58,+11.527,+0.6225,+0.5557
1697580141.9060369,-000.62,+11.509,+0.6225,+0.5558
1697580142.423013,-000.65,+11.492,+0.6226,+0.5558
1697580142.9442139,-000.67,+11.475,+0.6227,+0.5558
1697580143.4618437,-000.70,+11.458,+0.6227,+0.5559
1697580143.9850338,-000.72,+11.439,+0.6228,+0.5559
1697580144.5050728,-000.75,+11.422,+0.6228,+0.5560
1697580145.031598,-000.77,+11.386,+0.6229,+0.5560
1697580145.5588863,-000.80,+11.369,+0.6229,+0.5561
1697580146.082767,-000.82,+11.352,+0.6230,+0.5561
1697580146.6007369,-000.85,+11.336,+0.6231,+0.5562
1697580147.1262085,-000.87,+11.316,+0.6231,+0.5562
1697580147.6554086,-000.90,+11.300,+0.6232,+0.5563
1697580148.1735823,-000.92,+11.282,+0.6232,+0.5563
1697580148.7013314,-000.94,+11.264,+0.6233,+0.5563
1697580149.223036,-000.97,+11.245,+0.6233,+0.5564
1697580149.761754,-000.99,+11.229,+0.6234,+0.5564
1697580150.299997,-001.02,+11.210,+0.6234,+0.5565
1697580150.8342767,-001.04,+11.193,+0.6235,+0.5565
1697580151.3736935,-001.07,+11.174,+0.6236,+0.5566
1697580151.9077508,-001.12,+11.156,+0.6237,+0.5566
1697580152.4344902,-001.14,+11.139,+0.6237,+0.5566
1697580152.9532242,-001.17,+11.121,+0.6238,+0.5567
1697580153.4735007,-001.19,+11.103,+0.6238,+0.5567
1697580153.9988384,-001.21,+11.086,+0.6239,+0.5568
1697580154.5262678,-001.24,+11.068,+0.6239,+0.5569
1697580155.0529377,-001.26,+11.033,+0.6240,+0.5569
1697580155.5820878,-001.29,+11.015,+0.6241,+0.5569
1697580156.10036,-001.31,+10.997,+0.6241,+0.5570
1697580156.6172185,-001.34,+10.978,+0.6242,+0.5570
1697580157.138421,-001.36,+10.961,+0.6242,+0.5571
1697580157.6546378,-001.39,+10.943,+0.6243,+0.5571
1697580158.1726758,-001.41,+10.926,+0.6243,+0.5571
1697580158.6978328,-001.44,+10.907,+0.6244,+0.5572
1697580159.2159889,-001.46,+10.889,+0.6244,+0.5572
1697580159.7327168,-001.49,+10.872,+0.6245,+0.5573
1697580160.259665,-001.51,+10.854,+0.6246,+0.5573
1697580160.7903574,-001.54,+10.836,+0.6246,+0.5574
1697580161.329378,-001.56,+10.818,+0.6247,+0.5574
1697580161.8550646,-001.58,+10.800,+0.6247,+0.5575
1697580162.3820632,-001.61,+10.782,+0.6248,+0.5575
1697580162.8998241,-001.63,+10.765,+0.6248,+0.5575
1697580163.4239378,-001.66,+10.746,+0.6250,+0.5576
1697580163.9458194,-001.71,+10.728,+0.6250,+0.5576
1697580164.4691923,-001.73,+10.711,+0.6251,+0.5577
1697580165.0015786,-001.76,+10.691,+0.6251,+0.5577
1697580165.5235,-001.78,+10.675,+0.6252,+0.5577
1697580166.0536315,-001.81,+10.638,+0.6252,+0.5578
1697580166.5810056,-001.83,+10.621,+0.6253,+0.5579
1697580167.112404,-001.86,+10.603,+0.6253,+0.5579
1697580167.6373262,-001.88,+10.582,+0.6254,+0.5580
1697580168.16362,-001.90,+10.566,+0.6255,+0.5580
1697580168.687079,-001.93,+10.548,+0.6255,+0.5581
1697580169.2096736,-001.95,+10.531,+0.6256,+0.5581
1697580169.7370257,-001.98,+10.511,+0.6256,+0.5581
1697580170.2612195,-002.00,+10.494,+0.6257,+0.5582
1697580170.799385,-002.03,+10.477,+0.6257,+0.5582
1697580171.3448732,-002.05,+10.457,+0.6258,+0.5583
1697580171.878624,-002.08,+10.440,+0.6258,+0.5583
1697580172.4047909,-002.10,+10.421,+0.6260,+0.5584
1697580172.9560218,-002.15,+10.403,+0.6260,+0.5584
1697580173.4785388,-002.18,+10.385,+0.6261,+0.5584
1697580174.003873,-002.20,+10.366,+0.6261,+0.5585
1697580174.5237975,-002.22,+10.348,+0.6262,+0.5585
1697580175.0457306,-002.25,+10.330,+0.6262,+0.5586
1697580175.567236,-002.27,+10.294,+0.6263,+0.5587
1697580176.087102,-002.30,+10.276,+0.6263,+0.5587
1697580176.6113133,-002.32,+10.258,+0.6264,+0.5587
1697580177.1426013,-002.35,+10.238,+0.6265,+0.5588
1697580177.6625822,-002.37,+10.223,+0.6265,+0.5588
1697580178.191585,-002.40,+10.203,+0.6266,+0.5589
1697580178.7172933,-002.42,+10.184,+0.6266,+0.5589
1697580179.2351136,-002.45,+10.167,+0.6267,+0.5590
1697580179.751667,-002.47,+10.148,+0.6267,+0.5590
1697580180.2729034,-002.50,+10.130,+0.6268,+0.5591
1697580180.7896535,-002.52,+10.111,+0.6269,+0.5591
1697580181.329786,-002.54,+10.093,+0.6269,+0.5591
1697580181.869242,-002.57,+10.076,+0.6270,+0.5592
1697580182.4091167,-002.59,+10.056,+0.6270,+0.5592
1697580182.9547548,-002.64,+10.038,+0.6271,+0.5593
1697580183.494589,-002.67,+10.020,+0.6272,+0.5593
1697580184.0205379,-002.69,+10.002,+0.6272,+0.5594
1697580184.5718644,-002.72,+09.983,+0.6273,+0.5594
1697580185.0961814,-002.74,+09.948,+0.6274,+0.5595
1697580185.6182203,-002.77,+09.929,+0.6274,+0.5595
1697580186.1375282,-002.79,+09.910,+0.6275,+0.5596
1697580186.6596205,-002.82,+09.891,+0.6275,+0.5596
1697580187.1872473,-002.84,+09.874,+0.6276,+0.5597
1697580187.7052696,-002.87,+09.855,+0.6276,+0.5597
1697580188.2369566,-002.89,+09.836,+0.6277,+0.5598
1697580188.7568996,-002.91,+09.818,+0.6278,+0.5598
1697580189.2754009,-002.94,+09.800,+0.6278,+0.5598
1697580189.7965832,-002.96,+09.781,+0.6279,+0.5599
1697580190.324085,-002.99,+09.763,+0.6279,+0.5599
1697580190.8398075,-003.01,+09.744,+0.6280,+0.5600
1697580191.3700273,-003.04,+09.726,+0.6280,+0.5600
1697580191.8880422,-003.06,+09.707,+0.6281,+0.5601
1697580192.4097426,-003.09,+09.689,+0.6281,+0.5601
1697580192.9491165,-003.11,+09.669,+0.6283,+0.5602
1697580193.479388,-003.16,+09.650,+0.6283,+0.5602
1697580194.0040417,-003.19,+09.633,+0.6284,+0.5602
1697580194.5219753,-003.21,+09.614,+0.6284,+0.5603
1697580195.043071,-003.23,+09.597,+0.6285,+0.5603
1697580195.5654902,-003.26,+09.577,+0.6285,+0.5604
1697580196.0912545,-003.28,+09.560,+0.6286,+0.5605
1697580196.6183047,-003.31,+09.522,+0.6286,+0.5605
1697580197.1549509,-003.33,+09.503,+0.6287,+0.5605
1697580197.6785226,-003.36,+09.484,+0.6288,+0.5606
1697580198.1989636,-003.38,+09.465,+0.6288,+0.5606
1697580198.7311604,-003.41,+09.447,+0.6289,+0.5607
1697580199.2500343,-003.43,+09.428,+0.6289,+0.5607
1697580199.7662442,-003.45,+09.411,+0.6290,+0.5608
1697580200.2870996,-003.48,+09.392,+0.6290,+0.5608
1697580200.8198988,-003.50,+09.373,+0.6291,+0.5609
1697580201.349399,-003.53,+09.354,+0.6291,+0.5609
1697580201.8752484,-003.55,+09.336,+0.6292,+0.5610
1697580202.3930538,-003.58,+09.317,+0.6293,+0.5610
1697580202.9157405,-003.60,+09.298,+0.6293,+0.5610
1697580203.4336202,-003.63,+09.279,+0.6294,+0.5611
1697580203.955076,-003.65,+09.260,+0.6294,+0.5611
1697580204.4738703,-003.68,+09.242,+0.6295,+0.5612
1697580204.9978342,-003.73,+09.223,+0.6296,+0.5612
1697580205.519313,-003.75,+09.203,+0.6296,+0.5613
1697580206.036216,-003.78,+09.184,+0.6297,+0.5613
1697580206.581605,-003.80,+09.167,+0.6298,+0.5614
1697580207.1096458,-003.83,+09.148,+0.6298,+0.5614
1697580207.632736,-003.85,+09.110,+0.6299,+0.5615
1697580208.152528,-003.87,+09.092,+0.6299,+0.5615
1697580208.6770306,-003.90,+09.073,+0.6300,+0.5616
1697580209.1987264,-003.92,+09.054,+0.6300,+0.5616
1697580209.7163887,-003.95,+09.035,+0.6301,+0.5617
1697580210.2347527,-003.97,+09.016,+0.6302,+0.5617
1697580210.7578263,-004.00,+08.997,+0.6302,+0.5618
1697580211.2918763,-004.02,+08.979,+0.6303,+0.5618
1697580211.8298337,-004.05,+08.960,+0.6303,+0.5618
1697580212.3619707,-004.07,+08.941,+0.6304,+0.5619
1697580212.881575,-004.10,+08.921,+0.6304,+0.5619
1697580213.4004772,-004.12,+08.903,+0.6305,+0.5620
1697580213.9220955,-004.14,+08.884,+0.6305,+0.5620
1697580214.4388914,-004.17,+08.865,+0.6306,+0.5621
1697580214.958896,-004.19,+08.846,+0.6307,+0.5621
1697580215.476876,-004.22,+08.827,+0.6307,+0.5622
1697580215.9992218,-004.27,+08.809,+0.6308,+0.5622
1697580216.5279367,-004.29,+08.790,+0.6309,+0.5623
1697580217.0579813,-004.32,+08.771,+0.6309,+0.5623
1697580217.5761955,-004.34,+08.752,+0.6310,+0.5623
1697580218.0968668,-004.37,+08.732,+0.6310,+0.5624
1697580218.622432,-004.39,+08.713,+0.6311,+0.5625
1697580219.146408,-004.41,+08.675,+0.6312,+0.5625
1697580219.674075,-004.44,+08.657,+0.6312,+0.5626
1697580220.2071598,-004.46,+08.637,+0.6313,+0.5626
1697580220.7526479,-004.49,+08.619,+0.6313,+0.5627
1697580221.2808106,-004.51,+08.600,+0.6314,+0.5627
1697580221.799775,-004.54,+08.581,+0.6314,+0.5628
1697580222.318604,-004.56,+08.562,+0.6315,+0.5628
1697580222.8396583,-004.59,+08.542,+0.6315,+0.5628
1697580223.358959,-004.61,+08.523,+0.6316,+0.5629
1697580223.879148,-004.64,+08.502,+0.6317,+0.5629
1697580224.3980913,-004.66,+08.486,+0.6317,+0.5630
1697580224.9143133,-004.68,+08.465,+0.6318,+0.5630
1697580225.4389565,-004.71,+08.447,+0.6318,+0.5631
1697580225.9595776,-004.73,+08.427,+0.6319,+0.5631
1697580226.48453,-004.76,+08.409,+0.6319,+0.5632
1697580227.0182428,-004.78,+08.389,+0.6321,+0.5632
1697580227.541057,-004.83,+08.370,+0.6321,+0.5633
1697580228.0585823,-004.86,+08.352,+0.6322,+0.5633
1697580228.582228,-004.88,+08.333,+0.6322,+0.5633
1697580229.106493,-004.91,+08.313,+0.6323,+0.5634
1697580229.6239295,-004.93,+08.294,+0.6323,+0.5634
1697580230.145235,-004.96,+08.276,+0.6324,+0.5635
1697580230.6694615,-004.98,+08.237,+0.6324,+0.5636
1697580231.2099283,-005.00,+08.218,+0.6325,+0.5636
1697580231.73734,-005.03,+08.197,+0.6326,+0.5637
1697580232.2688384,-005.05,+08.179,+0.6326,+0.5637
1697580232.7949176,-005.08,+08.160,+0.6327,+0.5638
1697580233.3196723,-005.10,+08.141,+0.6327,+0.5638
1697580233.8358917,-005.13,+08.122,+0.6328,+0.5639
1697580234.3614435,-005.15,+08.102,+0.6328,+0.5639
1697580234.8806534,-005.18,+08.083,+0.6329,+0.5639
1697580235.3987944,-005.20,+08.063,+0.6329,+0.5640
1697580235.9453907,-005.23,+08.044,+0.6330,+0.5640
1697580236.4723492,-005.25,+08.026,+0.6331,+0.5641
1697580236.9903393,-005.28,+08.006,+0.6331,+0.5641
1697580237.5100183,-005.30,+07.986,+0.6332,+0.5642
1697580238.0340362,-005.32,+07.966,+0.6333,+0.5642
1697580238.5573282,-005.37,+07.948,+0.6333,+0.5643
1697580239.0802693,-005.40,+07.927,+0.6334,+0.5643
1697580239.6012938,-005.42,+07.908,+0.6334,+0.5644
1697580240.1406696,-005.45,+07.888,+0.6335,+0.5645
1697580240.6729782,-005.47,+07.851,+0.6336,+0.5645
1697580241.1895502,-005.50,+07.832,+0.6336,+0.5645
1697580241.709943,-005.52,+07.813,+0.6337,+0.5646
1697580242.2278636,-005.55,+07.794,+0.6337,+0.5646
1697580242.747899,-005.57,+07.773,+0.6338,+0.5647
1697580243.2661495,-005.59,+07.754,+0.6338,+0.5647
1697580243.7879744,-005.62,+07.733,+0.6339,+0.5648
1697580244.3226068,-005.64,+07.715,+0.6339,+0.5648
1697580244.8493533,-005.67,+07.695,+0.6340,+0.5649
1697580245.3717878,-005.69,+07.677,+0.6341,+0.5649
1697580245.8929093,-005.72,+07.657,+0.6341,+0.5650
1697580246.413645,-005.74,+07.637,+0.6342,+0.5650
1697580246.9309585,-005.77,+07.618,+0.6342,+0.5651
1697580247.5025058,-005.79,+07.597,+0.6343,+0.5651
1697580248.0309272,-005.81,+07.579,+0.6343,+0.5651
1697580248.5754392,-005.86,+07.560,+0.6344,+0.5652
1697580249.104358,-005.89,+07.539,+0.6345,+0.5652
1697580249.6265333,-005.91,+07.521,+0.6346,+0.5653
1697580250.1513848,-005.94,+07.500,+0.6346,+0.5653
1697580250.669717,-005.96,+07.482,+0.6347,+0.5654
1697580251.1873558,-005.99,+07.442,+0.6347,+0.5655
1697580251.7037787,-006.01,+07.422,+0.6348,+0.5655
1697580252.2232077,-006.04,+07.404,+0.6348,+0.5656
1697580252.7662532,-006.06,+07.384,+0.6349,+0.5656
1697580253.3121834,-006.08,+07.365,+0.6349,+0.5657
1697580253.8413386,-006.11,+07.345,+0.6350,+0.5657
1697580254.3609188,-006.13,+07.325,+0.6351,+0.5658
1697580254.87914,-006.16,+07.306,+0.6351,+0.5658
1697580255.3978357,-006.18,+07.286,+0.6352,+0.5659
1697580255.9226441,-006.21,+07.266,+0.6352,+0.5659
1697580256.4481206,-006.23,+07.247,+0.6353,+0.5659
1697580256.9681323,-006.26,+07.227,+0.6353,+0.5660
1697580257.508959,-006.28,+07.206,+0.6354,+0.5660
1697580258.0357625,-006.30,+07.188,+0.6354,+0.5661
1697580258.554662,-006.33,+07.168,+0.6356,+0.5661
1697580259.0758646,-006.38,+07.150,+0.6356,+0.5662
1697580259.5959904,-006.40,+07.129,+0.6357,+0.5662
1697580260.1183364,-006.43,+07.109,+0.6357,+0.5663
1697580260.6469898,-006.45,+07.090,+0.6358,+0.5663
1697580261.168106,-006.48,+07.070,+0.6358,+0.5664
1697580261.700553,-006.50,+07.031,+0.6359,+0.5665
1697580262.2210178,-006.53,+07.011,+0.6359,+0.5665
1697580262.7434638,-006.55,+06.991,+0.6360,+0.5666
1697580263.2694168,-006.57,+06.971,+0.6361,+0.5666
1697580263.794459,-006.60,+06.952,+0.6361,+0.5666
1697580264.3139982,-006.62,+06.931,+0.6362,+0.5667
1697580264.851503,-006.65,+06.912,+0.6362,+0.5667
1697580265.3824587,-006.67,+06.893,+0.6363,+0.5668
1697580265.9024994,-006.70,+06.872,+0.6363,+0.5668
1697580266.425954,-006.72,+06.853,+0.6364,+0.5669
1697580266.945327,-006.75,+06.835,+0.6364,+0.5669
1697580267.4706693,-006.77,+06.814,+0.6365,+0.5670
1697580268.001002,-006.80,+06.793,+0.6366,+0.5670
1697580268.525882,-006.82,+06.774,+0.6366,+0.5671
1697580269.0539656,-006.84,+06.754,+0.6367,+0.5671
1697580269.5836852,-006.89,+06.734,+0.6368,+0.5672
1697580270.103624,-006.92,+06.714,+0.6368,+0.5672
1697580270.6287203,-006.94,+06.695,+0.6369,+0.5673
1697580271.147517,-006.97,+06.674,+0.6369,+0.5673
1697580271.6695402,-006.99,+06.655,+0.6370,+0.5674
1697580272.1911266,-007.01,+06.634,+0.6371,+0.5675
1697580272.7187178,-007.04,+06.595,+0.6371,+0.5675
1697580273.2665195,-007.06,+06.575,+0.6372,+0.5675
1697580273.7973144,-007.09,+06.555,+0.6372,+0.5676
1697580274.315345,-007.11,+06.535,+0.6373,+0.5676
1697580274.8340452,-007.14,+06.516,+0.6373,+0.5677
1697580275.3520415,-007.16,+06.495,+0.6374,+0.5677
1697580275.8743494,-007.19,+06.476,+0.6374,+0.5678
1697580276.3968146,-007.21,+06.456,+0.6375,+0.5678
1697580276.9194653,-007.23,+06.437,+0.6376,+0.5679
1697580277.449181,-007.26,+06.416,+0.6376,+0.5679
1697580277.9842794,-007.28,+06.395,+0.6377,+0.5680
1697580278.5098553,-007.31,+06.376,+0.6377,+0.5680
1697580279.0337825,-007.33,+06.356,+0.6378,+0.5681
1697580279.5549111,-007.36,+06.336,+0.6378,+0.5681
1697580280.0743818,-007.38,+06.316,+0.6379,+0.5682
1697580280.59956,-007.43,+06.296,+0.6380,+0.5682
1697580281.124384,-007.45,+06.276,+0.6381,+0.5683
1697580281.648885,-007.48,+06.257,+0.6381,+0.5683
1697580282.1802208,-007.50,+06.237,+0.6382,+0.5684
1697580282.7003026,-007.53,+06.216,+0.6382,+0.5684
1697580283.2170217,-007.55,+06.195,+0.6383,+0.5685
1697580283.740915,-007.58,+06.155,+0.6383,+0.5686
1697580284.261482,-007.60,+06.135,+0.6384,+0.5686
1697580284.7868445,-007.63,+06.116,+0.6384,+0.5686
1697580285.3116925,-007.65,+06.096,+0.6385,+0.5687
1697580285.8379536,-007.68,+06.076,+0.6386,+0.5687
1697580286.3879292,-007.70,+06.055,+0.6386,+0.5688
1697580286.9172504,-007.73,+06.035,+0.6387,+0.5688
1697580287.4357483,-007.75,+06.015,+0.6387,+0.5689
1697580287.9615374,-007.77,+05.995,+0.6388,+0.5689
1697580288.4844508,-007.80,+05.975,+0.6388,+0.5690
1697580289.0032942,-007.82,+05.954,+0.6389,+0.5690
1697580289.5303519,-007.85,+05.935,+0.6389,+0.5691
1697580290.0618515,-007.87,+05.914,+0.6390,+0.5691
1697580290.5953174,-007.89,+05.894,+0.6391,+0.5692
1697580291.123514,-007.94,+05.874,+0.6392,+0.5692
1697580291.6440601,-007.97,+05.854,+0.6392,+0.5693
1697580292.1687531,-007.99,+05.834,+0.6393,+0.5693
1697580292.6911883,-008.02,+05.814,+0.6393,+0.5694
1697580293.2090657,-008.04,+05.793,+0.6394,+0.5694
1697580293.7298522,-008.07,+05.774,+0.6394,+0.5695
1697580294.254765,-008.09,+05.733,+0.6395,+0.5696
1697580294.785348,-008.11,+05.713,+0.6396,+0.5696
1697580295.3187842,-008.14,+05.691,+0.6396,+0.5697
1697580295.839299,-008.16,+05.673,+0.6397,+0.5697
1697580296.3554862,-008.19,+05.651,+0.6397,+0.5698
1697580296.8770244,-008.21,+05.631,+0.6398,+0.5698
1697580297.3991983,-008.24,+05.610,+0.6398,+0.5699
1697580297.9294078,-008.26,+05.590,+0.6399,+0.5699
1697580298.4580963,-008.29,+05.570,+0.6399,+0.5700
1697580298.9855294,-008.31,+05.550,+0.6400,+0.5700
1697580299.5154347,-008.33,+05.530,+0.6401,+0.5700
1697580300.0342436,-008.36,+05.510,+0.6401,+0.5701
1697580300.5520706,-008.38,+05.490,+0.6402,+0.5701
1697580301.0720465,-008.41,+05.469,+0.6402,+0.5702
1697580301.5934715,-008.43,+05.449,+0.6403,+0.5702
1697580302.1167595,-008.46,+05.428,+0.6403,+0.5703
1697580302.635496,-008.51,+05.408,+0.6404,+0.5703
1697580303.178167,-008.53,+05.388,+0.6405,+0.5704
1697580303.7121866,-008.55,+05.367,+0.6406,+0.5704
1697580304.2377942,-008.58,+05.347,+0.6406,+0.5705
1697580304.7604344,-008.60,+05.327,+0.6407,+0.5705
1697580305.2838476,-008.63,+05.286,+0.6407,+0.5706
1697580305.8028483,-008.65,+05.265,+0.6408,+0.5707
1697580306.3261514,-008.68,+05.246,+0.6408,+0.5707
1697580306.8508706,-008.70,+05.224,+0.6409,+0.5708
1697580307.384714,-008.73,+05.205,+0.6409,+0.5708
1697580307.9177139,-008.75,+05.185,+0.6410,+0.5709
1697580308.4434426,-008.77,+05.162,+0.6411,+0.5709
1697580308.9683492,-008.80,+05.143,+0.6411,+0.5710
1697580309.4933586,-008.82,+05.123,+0.6412,+0.5710
1697580310.015742,-008.85,+05.103,+0.6412,+0.5711
1697580310.5325468,-008.87,+05.082,+0.6413,+0.5711
1697580311.0588975,-008.90,+05.061,+0.6413,+0.5712
1697580311.5765426,-008.92,+05.040,+0.6414,+0.5712
1697580312.094434,-008.94,+05.021,+0.6414,+0.5713
1697580312.6289253,-008.97,+05.000,+0.6415,+0.5713
1697580313.1733341,-009.02,+04.980,+0.6416,+0.5714
1697580313.6961331,-009.04,+04.958,+0.6417,+0.5714
1697580314.216943,-009.07,+04.937,+0.6417,+0.5715
1697580314.735211,-009.09,+04.917,+0.6418,+0.5715
1697580315.2609432,-009.12,+04.897,+0.6418,+0.5716
1697580315.7877076,-009.14,+04.877,+0.6419,+0.5717
1697580316.311006,-009.16,+04.836,+0.6419,+0.5717
1697580316.8268766,-009.19,+04.815,+0.6420,+0.5718
1697580317.3488443,-009.21,+04.794,+0.6420,+0.5718
1697580317.8772082,-009.24,+04.774,+0.6421,+0.5719
1697580318.39589,-009.26,+04.754,+0.6422,+0.5719
1697580318.914166,-009.29,+04.733,+0.6422,+0.5720
1697580319.4321902,-009.31,+04.713,+0.6423,+0.5720
1697580319.9544227,-009.33,+04.692,+0.6423,+0.5721
1697580320.479625,-009.36,+04.671,+0.6424,+0.5721
1697580321.0015237,-009.38,+04.651,+0.6424,+0.5721
1697580321.5371592,-009.41,+04.631,+0.6425,+0.5722
1697580322.0614195,-009.43,+04.609,+0.6425,+0.5722
1697580322.595047,-009.46,+04.588,+0.6426,+0.5723
1697580323.1169631,-009.48,+04.568,+0.6427,+0.5723
1697580323.6377892,-009.50,+04.547,+0.6427,+0.5724
1697580324.15927,-009.53,+04.526,+0.6428,+0.5724
1697580324.6837857,-009.58,+04.506,+0.6429,+0.5725
1697580325.207036,-009.60,+04.486,+0.6429,+0.5725
1697580325.735743,-009.62,+04.466,+0.6430,+0.5726
1697580326.2696557,-009.65,+04.445,+0.6430,+0.5727
1697580326.802723,-009.68,+04.424,+0.6431,+0.5727
1697580327.3333347,-009.70,+04.383,+0.6432,+0.5728
1697580327.8548822,-009.72,+04.362,+0.6432,+0.5728
1697580328.3736305,-009.75,+04.341,+0.6433,+0.5729
1697580328.8937035,-009.77,+04.320,+0.6433,+0.5729
1697580329.4155781,-009.80,+04.299,+0.6434,+0.5730
1697580329.93232,-009.82,+04.279,+0.6434,+0.5730
1697580330.4573383,-009.84,+04.258,+0.6435,+0.5731
1697580331.0047064,-009.87,+04.237,+0.6435,+0.5731
1697580331.5323732,-009.89,+04.216,+0.6436,+0.5732
1697580332.0563028,-009.92,+04.195,+0.6436,+0.5732
1697580332.57267,-009.94,+04.174,+0.6437,+0.5733
1697580333.0932124,-009.96,+04.153,+0.6438,+0.5733
1697580333.6181362,-009.99,+04.133,+0.6438,+0.5734
1697580334.1348963,-010.01,+04.113,+0.6439,+0.5734
1697580334.6731136,-010.04,+04.091,+0.6439,+0.5735
1697580335.2009845,-010.09,+04.072,+0.6440,+0.5735
1697580335.7345908,-010.11,+04.051,+0.6441,+0.5736
1697580336.2630646,-010.14,+04.030,+0.6441,+0.5736
1697580336.7805178,-010.16,+04.010,+0.6442,+0.5737
1697580337.303943,-010.18,+03.989,+0.6443,+0.5737
1697580337.8269982,-010.21,+03.969,+0.6443,+0.5738
1697580338.343095,-010.23,+03.925,+0.6444,+0.5739
1697580338.868354,-010.26,+03.903,+0.6444,+0.5739
1697580339.3996613,-010.28,+03.883,+0.6445,+0.5740
1697580339.9226372,-010.30,+03.863,+0.6445,+0.5740
1697580340.4645777,-010.33,+03.843,+0.6446,+0.5741
1697580340.9894876,-010.35,+03.822,+0.6446,+0.5741
